license_id	status	business_name	business_address	business_city	business_state	business_zip	last_name	first_name	phone	owner	expires_txt	issued_txt	county	license_type_code	license_type_desc	agent_last	agent_first
09030006	Active	WAL MART STORE #1175	2750 S WOODLANDS VILLAGE Boulevard	FLAGSTAFF	Arizona	86001	JOHN DEAN CURTIS II		9287731117	WALMART INC	05/31/2019	01/16/1980	Coconino	009	Liquor store	CURTIS II	JOHN
09030006	Active	WAL MART STORE #1175	2750 S WOODLANDS VILLAGE Boulevard	FLAGSTAFF	Arizona	86001	JOHN DEAN CURTIS II		9287731117	WALMART INC	05/31/2020	01/16/1980	Coconino	009	Liquor store	CURTIS II	JOHN
09030007	Active	CHEVRON	4026 S LAKE MARY Road	FLAGSTAFF	Arizona	86005	MARK WAGNER		9285568675	FLAGSTAFF BUTLER CHEVRON LLC	05/31/2019	06/03/1983	Coconino	009	Liquor store	WAGNER	MARK
09030008	Active	ONE STOP	2325 S WOODLANDS VILLAGE Boulevard	FLAGSTAFF	Arizona	86001	JAMES LEONORA		9287748505	JAMES J L ENTERPRISES INC	05/31/2019	02/10/1983	Coconino	009	Liquor store	LEONORA	JAMES
09030009	Active	EXPRESS MINI MART	HWY 64	TUSAYAN	Arizona	86023	GEOFFREY STICKLER		9286382608	EXPRESS MINI MART INC	05/31/2019	12/02/1966	Coconino	009	Liquor store	STICKLER	GEOFFREY
09030010	Active	Y CHEVRON & LIQUORS	605 W ROUTE 66	FLAGSTAFF	Arizona	86001	WILLIAM PRESTON		9287730590	Y  INC	05/31/2019	03/29/1985	Coconino	009	Liquor store	PRESTON JR.	WILLIAM
09030011	Active	CIRCLE K STORE #0163	2901 N 4TH Street	FLAGSTAFF	Arizona	86001	KIM KENNETH KWIATKOWSKI		9287744402	CIRCLE K STORES INC	05/31/2019	11/18/1982	Coconino	009	Liquor store	KWIATKOWSKI	KIM
09030012	Active	CIRCLE K STORE #8853	1950 S MILTON Road	FLAGSTAFF	Arizona	86001	KIM KENNETH KWIATKOWSKI		6024370600	CIRCLE K STORES INC	05/31/2019	11/18/1982	Coconino	009	Liquor store	KWIATKOWSKI	KIM
09030013	Active	CIRCLE K STORE #583	3 N 7TH Avenue	PAGE	Arizona	86040	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	05/31/2019	11/18/1982	Coconino	009	Liquor store	KWIATKOWSKI	KIM
09030014	Active	CIRCLE K STORE #5923	3350 S LAKE MARY Road	FLAGSTAFF	Arizona	86001	KIM KENNETH KWIATKOWSKI		5207730831	CIRCLE K STORES INC	05/31/2019	11/18/1982	Coconino	009	Liquor store	KWIATKOWSKI	KIM
09030015	Active	CIRCLE K STORE #5922	5650 N HWY 89	FLAGSTAFF	Arizona	86004	KIM KENNETH KWIATKOWSKI		5205260549	CIRCLE K STORES INC	05/31/2019	11/18/1982	Coconino	009	Liquor store	KWIATKOWSKI	KIM
09030016	Active	BEAVER STREET LIQUOR	824 N BEAVER	FLAGSTAFF	Arizona	86001	DANNY THOMAS		9287748502	824 N BEAVER LLC	05/31/2019	11/02/1983	Coconino	009	Liquor store	THOMAS	DANNY
09030017	Active	BASHAS' #67	1000 N HUMPHREYS Boulevard #112	FLAGSTAFF	Arizona	86001	MICHAEL JOSEPH BASHA		9287742101	BASHAS INC	05/31/2019	01/10/1962	Coconino	009	Liquor store	BASHA	MICHAEL
09030019	Active	BUTLER CHEVRON	2295 E BUTLER Avenue	FLAGSTAFF	Arizona	86004	MARK WAGNER		9282148802	FLAGSTAFF BUTLER CHEVRON LLC	05/31/2019	08/13/1979	Coconino	009	Liquor store	WAGNER	MARK
09030020	Active	SPIRITS & SPICE	336 STATE ROUTE 179 #C102	SEDONA	Arizona	86336	DAVID ANDREW PEPPER		9282822595	VFAZ LLC	05/31/2019	03/22/1984	Coconino	009	Liquor store	PEPPER	DAVID
09030021	Active	SUNNYSIDE CHEVRON	2205 N 4TH Street	FLAGSTAFF	Arizona	86004	SHELBY KEHAULANI LAPSLEY		9287740706	SUNNYSIDE CHEVRON LLC	05/31/2019	08/22/1985	Coconino	009	Liquor store	LAPSLEY	SHELBY
09030022	Active	SAFEWAY #270	4910 N HWY 89	FLAGSTAFF	Arizona	86004	NICHOLAS GUTTILLA		9285266116	SAFEWAY INC	05/31/2019	10/12/1982	Coconino	009	Liquor store	GUTTILLA	NICHOLAS
09030023	Active	SAFEWAY #2028	1201 S Plaza	FLAGSTAFF	Arizona	86001	NICHOLAS GUTTILLA		9287793401	SAFEWAY INC	05/31/2019	11/18/1980	Coconino	009	Liquor store	GUTTILLA	NICHOLAS
09030024	Active	SAFEWAY #249	650 ELM Street	PAGE	Arizona	86040	NICHOLAS GUTTILLA		9286458155	SAFEWAY INC	05/31/2019	11/18/1980	Coconino	009	Liquor store	GUTTILLA	NICHOLAS
09030025	Active	SAFEWAY #1225	1500 E CEDAR Avenue	FLAGSTAFF	Arizona	86004	NICHOLAS GUTTILLA		9287743774	SAFEWAY INC	05/31/2019	02/15/1962	Coconino	009	Liquor store	GUTTILLA	NICHOLAS
09030026	Active	SAFEWAY #1639	637 W HWY 66	WILLIAMS	Arizona	86046	NICHOLAS GUTTILLA		9286350500	SAFEWAY INC	05/31/2019	01/23/1985	Coconino	009	Liquor store	GUTTILLA	NICHOLAS
09030027	Active	WALGREENS #05221	1025 S MILTON Road	FLAGSTAFF	Arizona	86001	ANDREA LEWKOWITZ		9287799588	WALGREEN ARIZONA DRUG CO	05/31/2019	11/05/1985	Coconino	009	Liquor store	LEWKOWITZ	ANDREA
09030028	Inactive	FLAGSTAFF LIQUOR	1700 E ROUTE 66	FLAGSTAFF	Arizona	86004	JOHN PHILLIPS		9285419894	PPLD LLC	05/31/2019	04/21/1958	Coconino	009	Liquor store	PHILLIPS	JOHN
09030029	Active	CHEVRON	1785 S RAILROAD SPRINGS Boulevard	FLAGSTAFF	Arizona	86001	MARK WAGNER		9287738676	FLAGSTAFF BUTLER CHEVRON LLC	05/31/2019	04/07/1986	Coconino	009	Liquor store	WAGNER	MARK
09030030	Active	DP MARKET	6990 LUMBERJACK Boulevard	FLAGSTAFF	Arizona	86004	BLAKE ROLLEY		9285274343	ROLLEY ENTERPRISES INC	05/31/2019	03/16/1976	Coconino	009	Liquor store	ROLLEY	BLAKE
09030031	Active	MOBIL	2484 E BUTLER Avenue	FLAGSTAFF	Arizona	86004	MARK WAGNER		9287745617	FLAGSTAFF BUTLER CHEVRON LLC	05/31/2019	02/04/1985	Coconino	009	Liquor store	WAGNER	MARK
09030033	Inactive	MONTEZUMA LODGE STORE	26 MI SE OF FLAGSTAFF	MORMON LAKE	Arizona	86001	LESTER PALMER		5203542220	PALMER LESTER ET AL	05/31/1996	07/16/1979	Coconino	009	Liquor store	PALMER	LESTER
09030034	Active	MAJESTIC MARKETPLACE	601 E PICCADILLY Drive #95	FLAGSTAFF	Arizona	86001	LYNN SHULMAN		9287730313	MAJESTIC ENTERPRISES INC	05/31/2019	10/22/1986	Coconino	009	Liquor store	SHULMAN	LYNN
09030034	Active	MAJESTIC MARKETPLACE	601 E PICCADILLY Drive #95	FLAGSTAFF	Arizona	86001	LYNN SHULMAN		9287730313	MAJESTIC ENTERPRISES INC	05/31/2020	10/22/1986	Coconino	009	Liquor store	SHULMAN	LYNN
09030035	Active	CVS PHARMACY # 9231	3506 E RT 66	FLAGSTAFF	Arizona	86004	JASON MORRIS		9285266506	ARIZONA CVS STORES LLC	05/31/2019	03/12/1991	Coconino	009	Liquor store	MORRIS	JASON
09030036	Active	WAL MART SUPERCENTER # 1442	1017 W HAUL Road	PAGE	Arizona	86040	JOHN DEAN CURTIS II		9286452622	WALMART INC	05/31/2019	03/12/1991	Coconino	009	Liquor store	CURTIS II	JOHN
09030036	Active	WAL MART SUPERCENTER # 1442	1017 W HAUL Road	PAGE	Arizona	86040	JOHN DEAN CURTIS II		9286452622	WALMART INC	05/31/2020	03/12/1991	Coconino	009	Liquor store	CURTIS II	JOHN
09030037	Active	WINONA TRADING POST	I-40 16 MI E OF FLAGSTAFF	FLAGSTAFF	Arizona	86004	GUS BABER		9285271177	WINONA INVESTMENTS INC	05/31/2019	12/11/1933	Coconino	009	Liquor store	BABER	GUS
09030038	Inactive	FRY'S FOOD & DRUG #104	201 N SWITZER CANYON Drive	FLAGSTAFF	Arizona	86001	JEFFREY MILLER		9287742719	SMITH'S FOOD & DRUG CENTERS INC	05/31/2019	11/25/1986	Coconino	009	Liquor store	MILLER	JEFFREY
09030039	Active	WALGREEN'S #15206	2610 E RT 66	FLAGSTAFF	Arizona	86004	ANDREA LEWKOWITZ		9287731155	WALGREEN ARIZONA DRUG CO	05/31/2019	01/30/1985	Coconino	009	Liquor store	LEWKOWITZ	ANDREA
09030040	Active	PIC-N-RUN	2104 KACHINA Boulevard	FLAGSTAFF	Arizona	86001	EDWARD FLORES		9285251186	PIC-N-RUN INC	05/31/2019	04/16/1982	Coconino	009	Liquor store	FLORES	EDWARD
09030041	Active	HEENA MINI MART	2202 E RT 66	FLAGSTAFF	Arizona	86004	DHAVALKUMAR PATEL		9282149708	HEENA INVESTMENTS INC	05/31/2019	03/06/1986	Coconino	009	Liquor store	PATEL	DHAVALKUMAR
09030042	Active	MAVERIK	701 TUNNEL Road	PAGE	Arizona	86040	LAUREN MERRETT		9286452696	MAVERIK INC	05/31/2019	02/05/1964	Coconino	009	Liquor store	MERRETT	LAUREN
09030043	Active	MOBIL COUNTRY CLUB	3960 N COUNTRY CLUB Drive	FLAGSTAFF	Arizona	86004	ROCHAN S GOSWAMI		9285265729	SHRI LLC	05/31/2019	05/13/1964	Coconino	009	Liquor store	GOSWAMI	ROCHAN
09030044	Active	GIANT STORE # 067	1050 S MILTON Avenue	FLAGSTAFF	Arizona	86001	ROBERT COLEMAN SPROUSE		9287799915	WESTERN REFINING RETAIL LLC	05/31/2019	03/02/1984	Coconino	009	Liquor store	SPROUSE	ROBERT
09030045	Active	BASHAS' #18	2700 WOODLANDS VILLAGE Boulevard	FLAGSTAFF	Arizona	86001	MICHAEL JOSEPH BASHA		9287743882	BASHAS INC	05/31/2019	08/09/1991	Coconino	009	Liquor store	BASHA	MICHAEL
09030046	Active	STIX LIQUOR AND SPORTING GOODS	5 S LAKE POWELL Boulevard	PAGE	Arizona	86040	BRADLEY HENNINGSEN		9286452891	BRAKAT ENTERPRISES LLC	05/31/2019	07/24/1981	Coconino	009	Liquor store	HENNINGSEN	BRADLEY
09030047	Active	HWY 89 CHEVRON	11230 N HWY 89	FLAGSTAFF	Arizona	86004	SHRINIDHI KALANIDHI GOSWAMI		9288567080	SHRI I LLC	05/31/2019	04/19/1962	Coconino	009	Liquor store	GOSWAMI	SHRINIDHI
09030048	Active	GRAND CANYON SPIRITS	982 FORT VALLEY Road	FLAGSTAFF	Arizona	86001	CECILY OLIVIA CLIFT MANIACI		9287796423	CRIMSON PARTNERS LLC	05/31/2019	06/12/1939	Coconino	009	Liquor store	CLIFT MANIACI	CECILY
09030049	Active	FRED'S LIQUOR STORE	902 N NAVAJO	PAGE	Arizona	86040	KENDRA HOLCOMB		9286453575	WHISKEY WATERS LLC	05/31/2019	12/08/1961	Coconino	009	Liquor store	HOLCOMB	KENDRA
09030050	Active	GIANT STORE # 066	101 E BUTLER Avenue	FLAGSTAFF	Arizona	86001	ROBERT COLEMAN SPROUSE		9287748073	WESTERN REFINING RETAIL LLC	05/31/2019	10/14/1947	Coconino	009	Liquor store	SPROUSE	ROBERT
09030051	Active	EXPRESS LIQUORS	5620 N HWY 89	FLAGSTAFF	Arizona	86004	DANNY THOMAS		9285262656	TPLA LLC	05/31/2019	02/05/1935	Coconino	009	Liquor store	THOMAS	DANNY
09030052	Active	MAVERIK	1690 W RTE 66	FLAGSTAFF	Arizona	86001	LAUREN MERRETT		9287730424	MAVERIK INC	05/31/2019	07/25/1962	Coconino	009	Liquor store	MERRETT	LAUREN
09030053	Active	SEDONA LIQUORS	221 STATE ROUTE 179 SEDONA AZ 86336 STE	SEDONA	Arizona	86336	FERNANDO MONTENEGRO		9282827997	MONTENEGRO  LTD	05/31/2019	07/19/1977	Coconino	009	Liquor store	MONTENEGRO	FERNANDO
09030055	Inactive	TWINKEY STOP	2295 E BUTLER Avenue	FLAGSTAFF	Arizona	86004	LUCERO	DANIEL	5207742444	DANIEL LUCERO	05/31/2000	01/23/1981	Coconino	009	Liquor store		
09030056	Cancelled	BORDER STORE	2936 HIGHWAY 89A	FREDONIA	Arizona	86022	BANKS	HELEN	9286437885		05/31/2019	01/31/1962	Coconino	009	Liquor store		
09033000	Active	CIRCLE K STORE #0587	711 HWY 179	SEDONA	Arizona	86336	KIM KENNETH KWIATKOWSKI		9282823461	CIRCLE K STORES INC	05/31/2019	07/18/2006	Coconino	009	Liquor store	KWIATKOWSKI	KIM
09033001	Active	CIRCLE K STORE #0817	222 ROUTE 66	WILLIAMS	Arizona	86046	KIM KENNETH KWIATKOWSKI		9286352007	CIRCLE K STORES INC	05/31/2019	11/22/2006	Coconino	009	Liquor store	KWIATKOWSKI	KIM
09033002	Active	MOBIL	2020 S MILTON Road	FLAGSTAFF	Arizona	86001	MARK WAGNER		9287742337	FLAGSTAFF BUTLER CHEVRON LLC	05/31/2019	08/18/2006	Coconino	009	Liquor store	WAGNER	MARK
09034000	Active	CIRCLE K STORE #164	2718 N STEVES Boulevard	FLAGSTAFF	Arizona	86001	KIM KENNETH KWIATKOWSKI		9285260096	CIRCLE K STORES INC	05/31/2019	09/26/2007	Coconino	009	Liquor store	KWIATKOWSKI	KIM
09035000	Active	WAL MART SUPERCENTER #4252	2601 E HUNTINGTON Drive	FLAGSTAFF	Arizona	86004	JOHN DEAN CURTIS II		9288645223	WALMART INC	05/31/2019	07/25/2008	Coconino	009	Liquor store	CURTIS II	JOHN
09035000	Active	WAL MART SUPERCENTER #4252	2601 E HUNTINGTON Drive	FLAGSTAFF	Arizona	86004	JOHN DEAN CURTIS II		9288645223	WALMART INC	05/31/2020	07/25/2008	Coconino	009	Liquor store	CURTIS II	JOHN
09036000	Not Approved	TBD	TBD	COCONINO	Arizona		JEFFREY MILLER		4808131364	LEROUX 66 LLC			Coconino	009	Liquor store	NATIONS	RANDY
09036001	Not Approved	TBD	TBD	COCONINO	Arizona		KAREN NACKARD		9287745034	CONSOLIDATED INVESTMENT COMPANY INC			Coconino	009	Liquor store	NACKARD	KAREN
09036002	Not Approved	TBD	TBD	COCONINO	Arizona		NACKARD	KAREN	9287745034	KAREN NACKARD			Coconino	009	Liquor store		
09040001	Inactive	ABELLS LIQUOR	1001 N BROAD Street	GLOBE	Arizona	85501	ABELL	ROSA	9284258181	ROSA ABELL	06/30/2000	07/22/1986	Gila	009	Liquor store		
09040002	Active	PAYSON MARKET PLACE	1116 N BEELINE Highway	PAYSON	Arizona	85541	DONALD TAYLOR		9284742810	TAYLORS PAYSON LLC	06/30/2019	08/18/1986	Gila	009	Liquor store	TAYLOR SR.	DONALD
09040003	Active	CHEVRON	706 E HWY 260	PAYSON	Arizona	85541	RANDY NATIONS		9284722200	TEAM CB PETROLEUM PROPERTIES LLC	06/30/2019	04/03/1964	Gila	009	Liquor store	NATIONS	RANDY
09040004	Inactive	CLAYPOOL DELI	4335 BROADWAY	CLAYPOOL	Arizona	85532	CLAYTON	VAL	5204734101	VAL CLAYTON	06/30/1999	04/04/1979	Gila	009	Liquor store		
09040005	Inactive	1ST STOP	100 E HWY 260	PAYSON	Arizona	85541	GLASSER	ELLIOTT	4809487777		06/30/2016	12/06/1967	Gila	009	Liquor store		
09040006	Active	BEVERAGE PLACE	2250 HWY 60 & 70 STE N	GLOBE	Arizona	85501	SUSHMA PATEL		9284252912	SNIP INVESTMENTS LLC	06/30/2019	04/04/1985	Gila	009	Liquor store	PATEL	SUSHMA
09040007	Active	CIRCLE K STORE #1445	1ST & BROAD Street	CLAYPOOL	Arizona	85532	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	06/30/2019	11/18/1982	Gila	009	Liquor store	KWIATKOWSKI	KIM
09040008	Active	CIRCLE K STORE #1792	1009 S BEELINE Highway	PAYSON	Arizona	85541	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	06/30/2019	11/18/1982	Gila	009	Liquor store	KWIATKOWSKI	KIM
09040009	Active	CIRCLE K STORE #423	1951 E ASH Street	GLOBE	Arizona	85501	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	06/30/2019	06/21/1984	Gila	009	Liquor store	KWIATKOWSKI	KIM
09040010	Active	CIRCLE K STORE #816	606 N BEELINE Highway	PAYSON	Arizona	85541	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	06/30/2019	11/18/1982	Gila	009	Liquor store	KWIATKOWSKI	KIM
09040011	Active	CIRCLE K STORE #854	1250 E ASH	GLOBE	Arizona	85501	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	06/30/2019	11/18/1982	Gila	009	Liquor store	KWIATKOWSKI	KIM
09040012	Active	CIRCLE K STORE #689	990 N BROAD Street	GLOBE	Arizona	85501	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	06/30/2019	11/18/1982	Gila	009	Liquor store	KWIATKOWSKI	KIM
09040014	Active	TALL PINES MARKET	1101 E CHRISTOPHER CREEK Loop	PAYSON	Arizona	85541	TRACY BUER		9284784550	BUER INVESTMENTS LLC	06/30/2019	02/10/1966	Gila	009	Liquor store	BUER	TRACY
09040015	Active	SAFEWAY #1536	401 E HIGHWAY 260	PAYSON	Arizona	85541	NICHOLAS GUTTILLA		9284728208	SAFEWAY INC	06/30/2019	02/13/1987	Gila	009	Liquor store	GUTTILLA	NICHOLAS
09040016	Active	SAFEWAY #3187	240 S HILL	GLOBE	Arizona	85501	NICHOLAS GUTTILLA		9284255390	SAFEWAY INC	06/30/2019	11/18/1982	Gila	009	Liquor store	GUTTILLA	NICHOLAS
09040017	Inactive	SAFEWAY #3187	240 S HILL	GLOBE	Arizona	85501	NICHOLAS GUTTILLA		9284255390	SAFEWAY INC	06/30/2019	11/18/1982	Gila	009	Liquor store	GUTTILLA	NICHOLAS
09040019	Active	MAVERIK	715 N BEELINE HIGHWAY	PAYSON	Arizona	85541	LAUREN MERRETT		9284681556	MAVERIK INC	06/30/2019	12/02/1987	Gila	009	Liquor store	MERRETT	LAUREN
09040020	Active	APACHE GOLD CASINO RESORT	US HWY 70 CUTTER INDUSTRIAL PARK	SAN CARLOS	Arizona	85550	JESUS ALTAMIRANO		9284757800	SAN CARLOS APACHE TRIBAL MANAGEMENT CORP	06/30/2019	10/10/1963	Gila	009	Liquor store	ALTAMIRANO	JESUS
09040021	Active	CIRCLE K #6670	255390 E HWY 260	STAR VALLEY	Arizona	85541	KIM KENNETH KWIATKOWSKI		9284680000	CIRCLE K STORES INC	06/30/2019	11/13/1984	Gila	009	Liquor store	KWIATKOWSKI	KIM
09040022	Inactive	O'LEARY'S MARKET	HWY 60 LOWER MIAMI	MIAMI	Arizona	85539	O'LEARY	LYNN	5204733640	LYNN O'LEARY	06/30/1997	06/08/1982	Gila	009	Liquor store		
09040023	Inactive	LAUTH'S COUNTRY STORE #2 INC	APPROX 600' N OF MILEPOST 26111 SOUTH HWY 188	TONTO BASIN	Arizona	85553	RONALD LAUTH		9999999999	LAUTH'S COUNTRY STORE 2# INC	06/30/1997	10/29/1986	Gila	009	Liquor store	LAUTH	RONALD
09040024	Inactive	STEVENS LIQUORS	101 E COTTONWOOD	GLOBE	Arizona	85501	STEVENS	OLIVE	5204254707	OLIVE STEVENS	06/30/1996	01/01/1933	Gila	009	Liquor store		
09040025	Active	GIANT STORE #073	2010 N BEELINE Highway	PAYSON	Arizona	85541	ROBERT COLEMAN SPROUSE		9284743891	WESTERN REFINING RETAIL LLC	06/30/2019	08/01/1985	Gila	009	Liquor store	SPROUSE	ROBERT
09040026	Active	CONNIES LIQUOR STORE	806 S JESSE HAYES Road	GLOBE	Arizona	85501	LOUIS VUKSANOVICH		9284252821	CONNIE'S LIQUOR STORE LLC	06/30/2019	08/18/1983	Gila	009	Liquor store	VUKSANOVICH	LOUIS
09040028	Active	WAL MART SUPERCENTER #1369	300 N BEELINE Highway	PAYSON	Arizona	85541	JOHN DEAN CURTIS II		9284740029	WALMART INC	06/30/2019	04/28/1978	Gila	009	Liquor store	CURTIS II	JOHN
09040029	Active	BUDDI	STATE N HWY 288	YOUNG	Arizona	85554	RUSSELL GRIFFITH		9284623631	FLYING RAVEN RANCH LLC	06/30/2019	01/06/1984	Gila	009	Liquor store	GRIFFITH	RUSSELL
09040030	Active	TONTO BASIN MARKET PLACE	MILE MARKER 260 HWY 188	TONTO BASIN	Arizona	85553	POWERS	ROBERT	4806964477		06/30/2019	07/23/1962	Gila	009	Liquor store		
09040031	Inactive	RX PLUS #650	RT 1 BOX 700-5 STE C	MIAMI	Arizona	85539	ROGER RAHAEUSER		5203752858	R D S ACQUISITION CORP	06/30/1994	01/07/1933	Gila	009	Liquor store	RAHAEUSER	ROGER
09040032	Active	SPRING CREEK STORE	HWY 88 20 MI N OF GLOBE	GLOBE	Arizona	85501	POWERS	ROBERT	9284672468		06/30/2019	12/16/1987	Gila	009	Liquor store		
09040033	Active	BASHAS' #54	NEC HWY 260 & 87	PAYSON	Arizona	85541	MICHAEL JOSEPH BASHA		9284742477	BASHAS INC	06/30/2019	12/18/1933	Gila	009	Liquor store	BASHA	MICHAEL
09040034	Active	FRY'S FOOD & DRUG #109	2115 HWY 60 #200	GLOBE	Arizona	85539	JEFFREY MILLER		9284253276	SMITH'S FOOD & DRUG CENTERS INC	06/30/2019	01/01/1968	Gila	009	Liquor store	MILLER	JEFFREY
09040037	Active	PONDEROSA MARKET	6112 W HARDSCRABBLE Road # A	PINE	Arizona	85544	CINTHYAN MAACK		9284763590	C L MAACK INC	06/30/2019	02/06/1981	Gila	009	Liquor store	MAACK	CINTHYAN
09047000	Not Approved	WAL MART STORE #1334	100 S RAGUS Road	CLAYPOOL	Arizona	85532	JOHN DEAN CURTIS II		9284257171	WALMART INC			Gila	009	Liquor store	ABEL	CLARE
09049000	Active	BEVERAGE PLACE	111 E HWY 260	PAYSON	Arizona	85541	SUSHMA PATEL		9284746300	SARJ INVESTMENTS LLC	06/30/2019	12/30/2010	Gila	009	Liquor store	PATEL	SUSHMA
09050001	Active	RED'S CONVENIENCE STORE	20587 W HWY 70	FORT THOMAS	Arizona	85536	BRIAN NORTON		9284850543	RED'S C-STORE INC	06/30/2019	01/14/1982	Graham	009	Liquor store	NORTON	BRIAN
09050002	Active	BEVERAGE PALACE	1930 W THATCHER Boulevard	SAFFORD	Arizona	85546	AMARJEET ARORA		9284286516	KIRPA LLC	06/30/2019	07/30/1980	Graham	009	Liquor store	ARORA	AMARJEET
09050004	Active	WAL MART SUPERCENTER #1149	755 S 20TH Avenue	SAFFORD	Arizona	85546	JOHN DEAN CURTIS II		9284287990	WALMART INC	06/30/2019	11/20/1968	Graham	009	Liquor store	CURTIS II	JOHN
09050005	Active	CIRCLE K STORE #1577	1123 THATCHER Boulevard	SAFFORD	Arizona	85546	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	06/30/2019	09/26/1984	Graham	009	Liquor store	KWIATKOWSKI	KIM
09050006	Inactive	TONI'S KITCHEN PIZZARAMA	3310 W MAIN Street	THATCHER	Arizona	85552	SE	SOPHY	9284284748	SOPHY SE	06/30/2012	11/18/1982	Graham	009	Liquor store		
09050007	Active	CIRCLE K STORE #419	1302 1ST Avenue	SAFFORD	Arizona	85546	KIM KENNETH KWIATKOWSKI		5204377576	CIRCLE K STORES INC	06/30/2019	11/18/1982	Graham	009	Liquor store	KWIATKOWSKI	KIM
09050008	Active	CIRCLE K STORE #3495	1542 US HWY 70	SAFFORD	Arizona	85546	KIM KENNETH KWIATKOWSKI		9284282124	CIRCLE K STORES INC	06/30/2019	11/18/1982	Graham	009	Liquor store	KWIATKOWSKI	KIM
09050011	Active	SAFEWAY #2648	2125 W HWY 70	THATCHER	Arizona	85552	NICHOLAS GUTTILLA		9284282771	SAFEWAY INC	06/30/2019	04/20/1982	Graham	009	Liquor store	GUTTILLA	NICHOLAS
09050012	Active	KEEN'S STORE	N SIDE OF HWY 70	FORT THOMAS	Arizona	85536	RENTZEL	SHARON	5204852261		06/30/2019	10/24/1986	Graham	009	Liquor store		
09050013	Inactive	MACK OCCUPATIONAL THERAPY LLC	1615 1ST Avenue	SAFFORD	Arizona	85546	MARGARET MACK		5204280737	MACK OCCUPATIONAL THERAPY LLC	06/30/2007	07/21/1978	Graham	009	Liquor store	MACK	MARGARET
09050014	Active	TRIANGLE LIQUOR	800 THATCHER Boulevard	SAFFORD	Arizona	85546	PEDERSON	PATRICIA	9284282482	PATRICIA PEDERSON	06/30/2017	10/01/1987	Graham	009	Liquor store		
09050015	Active	BASHAS' #40	2323 W HWY 70	THATCHER	Arizona	85552	MICHAEL JOSEPH BASHA		9284286238	BASHAS INC	06/30/2019	12/15/1933	Graham	009	Liquor store	BASHA	MICHAEL
09050017	Active	G S MARKET	1224 8TH Avenue	SAFFORD	Arizona	85546	KYUNGHWAN CHUN		9284280048	G S MARKET LLC	06/30/2019	06/17/1977	Graham	009	Liquor store	CHUN	KYUNGHWAN
09050019	Active	THRIFTEE FOOD & DRUG	755 CENTRAL Avenue	SAFFORD	Arizona	85546	JOHN SCHRODER		9284281844	THRIFTEE SUPER MARKET  INC	06/30/2019	01/01/1986	Graham	009	Liquor store	SCHRODER	JOHN
09050021	Active	DAILY STOP	3768 W GOLF COURSE Road	THATCHER	Arizona	85552	CINDY DONHAM		9283480299	DAILY STOP LLC	06/30/2019	09/10/1976	Graham	009	Liquor store	DONHAM	CINDY
09050022	Active	BONITA STORE	HWY 266	BONITA	Arizona	85643	HAAS	KIMBERLY	5207667000		06/30/2019	10/04/1935	Graham	009	Liquor store		
09060001	Active	STAGE STOP	103 SE OLD WEST Highway	DUNCAN	Arizona	85534	MICHAEL BODINE		9283599010	STAGE STOP MINI MART INC	06/30/2019	05/16/1967	Greenlee	009	Liquor store	BODINE	MICHAEL
09060002	Active	SEXTON'S COUNTRY STORE	396164 AZ 75	DUNCAN	Arizona	85534	SEXTON	MALYN	9286871331		06/30/2019	06/04/1976	Greenlee	009	Liquor store		
09060003	Active	CIRCLE K STORE #754	230 N CORONADO Boulevard	CLIFTON	Arizona	85533	KIM KENNETH KWIATKOWSKI		9288653441	CIRCLE K STORES INC	06/30/2019	11/18/1982	Greenlee	009	Liquor store	KWIATKOWSKI	KIM
09060005	Inactive	JOY'S PLACE	BLUE 23 MILES S OF ALPINE	BLUE	Arizona	85922	JOY JR.	JOHN	5203394534	JOHN JOY JR.	06/30/2002	06/01/1934	Greenlee	009	Liquor store		
09060006	Inactive	CLIFTON LIQUOR STORE	55 N CORONADO Boulevard	CLIFTON	Arizona	85533	AGUILAR	REYNALDO	5208655400	REYNALDO AGUILAR	06/30/1998	07/03/1986	Greenlee	009	Liquor store		
09060007	Inactive	PETERSON'S CIRCLE P CONV MKT	RAILROAD Boulevard	DUNCAN	Arizona	85534	PETERSON JR.	WARREN	5203592011	WARREN PETERSON JR.	06/30/1999	09/05/1975	Greenlee	009	Liquor store		
09060008	Active	TRAIL NORTH	251 S CORONADO Boulevard	CLIFTON	Arizona	85533	VALARIE PEREZ		9288653688	TRAIL NORTH LLC	06/30/2019	05/19/1982	Greenlee	009	Liquor store	PEREZ	VALARIE
09060010	Active	3-WAY STORE & STATION	US HWY 191 & SR 75	DUNCAN	Arizona	85534	JACOB WEATHERSBY		9286871839	WEATHERBY JACOB JTWROS	06/30/2019	10/26/1972	Greenlee	009	Liquor store	WEATHERSBY SR.	JACOB
