to_committee	to_cand_id	item_prim_gen	item_trans_code	item_trans_type	item_entity_type	from_name	from_affiliation	to_name	item_date	item_amount_orig	item_memo	item_memo_text	item_image_id
C00508804	H2AZ09019	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	ORG	DCCC		WHOLE FOODS MARKET	2015-07-23	8			201603089009683800
C00508804	H2AZ09019	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	ORG	DCCC		WHOLE FOODS MARKET	2015-07-07	22			201603089009683796
C00558627	H4AZ07043	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	ORG	DCCC		WHOLE FOODS MARKET	2015-07-23	8			201603089009683806
C00508804	H2AZ09019	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	ORG	DCCC		ESCOBAR RINCON, INC.	2015-07-30	187			201603089009683809
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	DAVID SCHWEIKERT, FRIENDS OF	2015-10-14	1000			201609169030836169
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC)	MARTHA MCSALLY FOR CONGRESS	2015-10-14	1000			201609169030836171
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	MAKING AMERICA PROSPEROUS PAC		MCSALLY FOR CONGRESS	2015-11-24	4000			201604209014522126
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE	SCALISE	MCSALLY FOR CONGRESS	2015-06-30	500			201604209014511752
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE	SCALISE	MCSALLY FOR CONGRESS	2015-03-10	5000			201604209014511753
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE	SCALISE	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-03-23	500			201604209014511742
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CATHY MCMORRIS RODGERS FOR CONGRESS	MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE	REPUBLICANS INSPIRING SUCCESS & EMPOWERMENT PROJECT (RISE PROJECT)	2015-11-19	1728			201609179030842013
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CATHY MCMORRIS RODGERS FOR CONGRESS	MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE	REPUBLICANS INSPIRING SUCCESS & EMPOWERMENT PROJECT (RISE PROJECT)	2015-12-17	1754			201609179030842013
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE (MORPAC)	MORTGAGE BANKERS ASSOCIATION	FRIENDS OF DAVID SCHWEIKERT	2015-11-09	1000			201604209012617215
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE (MORPAC)	MORTGAGE BANKERS ASSOCIATION	KYRSTEN SINEMA FOR CONGRESS	2015-11-19	1000			201604209012617219
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CAN	BORDER HEALTH FEDERAL PAC		GALLEGO, RUBEN	2015-09-29	5000			201705269055155253
C00558627	H4AZ07043	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CAN	BORDER HEALTH FEDERAL PAC		GALLEGO, RUBEN	2015-09-29	5000			201705269055155253
C00374058	H2AZ07070	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BORDER HEALTH FEDERAL PAC		GRIJALVA, RAUL M.	2015-10-21	5000			201705269055155253
C00374058	H2AZ07070	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BORDER HEALTH FEDERAL PAC		GRIJALVA, RAUL M.	2015-10-21	5000			201705269055155254
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	OCCIDENTAL PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE	OCCIDENTAL PETROLEUM CORPORATION	MCSALLY FOR CONGRESS	2015-09-25	1000			201605189015527889
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SCALISE FOR CONGRESS	SCALISE LEADERSHIP FUND	MCSALLY FOR CONGRESS	2015-03-10	2000			201611289037563643
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SCALISE FOR CONGRESS	SCALISE LEADERSHIP FUND	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-03-23	2000			201611289037563614
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	BAKER & HOSTETLER POLITICAL ACTION COMMITTEE	NONE	FRIENDS OF JOHN MCCAIN INC	2015-08-31	1000			201612229040900137
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	EDPAC	PERLMUTTER	KIRKPATRICK FOR ARIZONA	2015-12-22	1000			201608059022178962
C00582221	H6AZ02189	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	ARAB AMERICAN LEADERSHIP COUNCIL PAC		DR. MATT HEINZ FOR ARIZONA	2015-12-23	1000			201603019009631872
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE		PAUL GOSAR FOR CONGRESS	2015-09-22	2000			201610249034543840
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE		KYRSTEN SINEMA FOR CONGRESS	2015-10-20	1000			201610259034574204
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE		KYRSTEN SINEMA FOR CONGRESS	2015-10-06	1000			201610259034574204
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FRIENDS OF JIM CLYBURN	NONE	KYRSTEN SINEMA FOR CONGRESS	2015-09-26	2000			201710029075566510
C00581843	S6AZ00233	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	GOVERNMENT IS NOT GOD	NONE	WARD FOR SENATE	2015-11-03	1000			201612139040606601
C00495630	H4AZ01038	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE		EMBRAER AIRCRAFT HOLDING INC POLITICAL ACTION COMMITTEE (EMBRAER PAC)		SALMON FOR CONGRESS	2015-10-20	1000			201601290300042639
C00437293	H8AZ01104	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL COTTON COUNCIL OF AMERICA COMMITTEE FOR THE ADVANCEMENT OF COTTON	NATIONAL COTTON COUNCIL OF AMERICA	KIRKPATRICK FOR ARIZONA	2015-03-25	1000			201604279015360492
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL COTTON COUNCIL OF AMERICA COMMITTEE FOR THE ADVANCEMENT OF COTTON	NATIONAL COTTON COUNCIL OF AMERICA	PAUL GOSAR FOR CONGRESS	2015-06-23	1000			201604279015360517
C00374058	H2AZ07070	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL COTTON COUNCIL OF AMERICA COMMITTEE FOR THE ADVANCEMENT OF COTTON	NATIONAL COTTON COUNCIL OF AMERICA	A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL C	2015-06-09	1000			201604279015360511
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL COTTON COUNCIL OF AMERICA COMMITTEE FOR THE ADVANCEMENT OF COTTON	NATIONAL COTTON COUNCIL OF AMERICA	MCSALLY FOR CONGRESS	2015-01-21	1000			201604279015360481
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	COMPETITIVE CARRIERS ASSOCIATION PAC (CCA PAC)	RURAL CELLULAR ASSOCIATION DBA COMPETITIVE CARRIERS ASSOCIATION	FRIENDS OF JOHN MCCAIN INC	2015-08-03	2500			201604289015361319
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	COM	LIBERTY & PROSPERITY PAC	RODNEY FRELINGHUYSEN VICTORY FUND	MCSALLY FOR CONGRESS	2015-12-16	1000			201604289015361614
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MAKING INVESTMENTS MAJORITY INSURED PAC	MIMI WALTERS	MCSALLY FOR CONGRESS	2015-09-02	2500			201604289015361779
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MAKING INVESTMENTS MAJORITY INSURED PAC	MIMI WALTERS	MCSALLY FOR CONGRESS	2015-09-02	-2500			201604289015361780
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FINANCIAL SERVICES INSTITUTE PAC	FINANCIAL SERVICES INSTITUTE	KYRSTEN SINEMA FOR CONGRESS	2015-12-17	1000			201602269009626209
C00578484	S6AZ00225	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NATIONAL COTTON COUNCIL OF AMERICA COMMITTEE FOR THE ADVANCEMENT OF COTTON	NATIONAL COTTON COUNCIL OF AMERICA	KIRKPATRICK FOR SENATE	2015-07-28	2000			201604279015360676
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	PAC	TESORO PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE	TESORO PETROLEUM CORPORATION	FRIENDS OF JOHN MCCAIN INC	2015-07-28	2000			201602239009620133
C00578484	S6AZ00225	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PRAIRIE POLITICAL ACTION COMMITTEE		KIRKPATRICK FOR SENATE	2015-12-17	5000			201609309032147305
C00347260	H0AZ01184	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE	THE GOLDMAN SACHS GROUP INC	JEFF FLAKE FOR US SENATE INC	2015-03-12	1000		CONTRIBUTION TO FEDERAL CANDIDATE	201606069017473819
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	FINANCIAL SERVICE CENTERS OF AMERICA, INC. PAC (FISCA PAC)	FINANCIAL SERVICE CENTERS OF AMERICA, INC.	KYRSTEN SINEMA FOR CONGRESS	2015-09-10	2500			201606069017473850
C00578484	S6AZ00225	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	RENEWING THE AMERICAN DREAM PAC	WALZ	KIRKPATRICK FOR SENATE	2015-09-28	1000			201612069037664874
C00512236	H2AZ08102	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SCALISE FOR CONGRESS	SCALISE LEADERSHIP FUND	MCSALLY FOR CONGRESS	2015-06-01	2000			201606109017558658
C00461806	H0AZ01259	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN ACADEMY OF PEDIATRIC DENTISTRY POLITICAL ACTION COMMITTEE		PAUL GOSAR FOR CONGRESS	2015-09-02	5000			201704069052044002
C00461806	H0AZ01259	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN ACADEMY OF PEDIATRIC DENTISTRY POLITICAL ACTION COMMITTEE		PAUL GOSAR FOR CONGRESS	2015-09-02	5000			201704069052044002
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	INTERNATIONAL PAPER POLITICAL ACTION COMMITTEE (IP-PAC)	INTERNATIONAL PAPER	KYRSTEN SINEMA FOR CONGRESS	2015-02-24	1000		POLITICAL CONTRIBUTION	201705309055162474
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MICHIGAN SUGAR COMPANY GROWERS POLITICAL ACTION COMMITTEE	MICHIGAN SUGAR COMPANY	MCSALLY FOR CONGRESS	2015-11-06	2000			201705109053514346
C00578484	S6AZ00225	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UAW - V - CAP (UAW VOLUNTARY COMMUNITY ACTION PROGRAM)	INT'L UNION UNITED AUTOMOBILE AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA UAW	KIRKPATRICK FOR SENATE	2015-12-09	2000			201705229055130424
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	UAW - V - CAP (UAW VOLUNTARY COMMUNITY ACTION PROGRAM)	INT'L UNION UNITED AUTOMOBILE AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA UAW	KYRSTEN SINEMA FOR CONGRESS	2015-08-20	5000			201705229055130424
C00374058	H2AZ07070	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE	2015-08-27	1000			201605269017306270
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-10-29	2500			201605269017306272
C00590216	H6AZ01215	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		GOWAN FOR ARIZONA, INC	2015-11-30	2500			201605269017306276
C00347260	S2AZ00141	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		JEFF FLAKE FOR US SENATE INC	2015-09-25	2500			201605269017306276
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		MCSALLY FOR CONGRESS	2015-09-15	1000			201605269017306278
C00495630	H4AZ01038	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		SALMON FOR CONGRESS	2015-08-27	1000			201605269017306282
C00495630	H4AZ01038	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PINNACLE WEST CAPITAL CORPORATION PAC		SALMON FOR CONGRESS	2015-10-15	1500			201605269017306282
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE		KYRSTEN SINEMA FOR CONGRESS	2015-09-17	1000			201610149032445216
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE		SYNIVERSE TECHNOLOGIES POLITICAL ACTION COMMITTEE (PAC)		FRIENDS OF JOHN MCCAIN	2015-10-12	1000			201602080300048842
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	NOSSAMAN LLP POLITICAL ACTION COMMITTEE (NOSSAMAN PAC)	NONE	KYRSTEN SINEMA FOR CONGRESS	2015-12-16	500			201604139012321349
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE POLITICAL ACTION COMMITTEE	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-10-02	50			201604129012306146
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE POLITICAL ACTION COMMITTEE	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-10-02	10			201604129012306147
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE POLITICAL ACTION COMMITTEE	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-10-02	20			201604129012306147
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE POLITICAL ACTION COMMITTEE	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-10-02	30			201604129012306147
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE POLITICAL ACTION COMMITTEE	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-10-02	5			201604129012306148
C00367110	H4AZ04024	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE POLITICAL ACTION COMMITTEE	CONCERNED WOMEN FOR AMERICA LEGISLATIVE ACTION COMMITTEE	COMMITTEE TO RE-ELECT TRENT FRANKS TO CONGRESS	2015-11-06	10			201604129012306148
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE	OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL	GALLEGO FOR ARIZONA	2015-01-12	1000			201706199061010623
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CAN	OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE	OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL	SCHWEIKERT, DAVID	2015-10-15	1000			201706199061011762
C00374058	H2AZ07070	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	DENTONS US LLP PAC		A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE	2015-09-28	2500			201709289075531517
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	DENTONS US LLP PAC		GALLEGO FOR ARIZONA	2015-12-15	2500			201709289075531523
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	DENTONS US LLP PAC		KYRSTEN SINEMA FOR CONGRESS	2015-09-28	2500			201709289075531527
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	DENTONS US LLP PAC		KYRSTEN SINEMA FOR CONGRESS	2015-12-15	1500			201709289075531528
C00508804	H2AZ09019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	DENTONS US LLP PAC		KYRSTEN SINEMA FOR CONGRESS	2015-12-15	1000			201709289075531528
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE		AMERICAN COMPOSITES MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE		FRIENDS OF JOHN MCCAIN	2015-12-09	4000			201602040300047746
C00512236	H2AZ08102	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PIONEER POLITICAL ACTION COMMITTEE	TIBERI	MCSALLY FOR CONGRESS	2015-03-17	5000			201605199015544552
C00540617	H4AZ06045	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC)	INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC	FRIENDS OF DAVID SCHWEIKERT	2015-03-30	1000			201801319091217576
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	PAC	INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC)	INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC	SEDONA PAC	2015-06-26	1000			201801319091217692
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE		MIDDLE CLASS AMERICA PAC	DAN LIPINSKI FOR CONGRESS	KYRSTEN SINEMA FOR CONGRESS	2015-12-15	1000			201602030300046454
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	HUMAN RIGHTS CAMPAIGN PAC	HUMAN RIGHTS CAMPAIGN	KYRSTEN SINEMA FOR CONGRESS	2015-10-27	500			201511209003803419
C00540310	S6AZ00019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SIERRA NEVADA CORPORATION PAC		FRIENDS OF JOHN MCCAIN INC	2015-07-17	1000			201512019004121829
C00558627	H4AZ07043	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	PADGETT, STRATEMANN AND CO L L P POLITICAL ACTION COMMITTEE		GALLEGO FOR ARIZONA	2015-08-04	500			201512079004150326
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION POLITICAL ACTION COMMITTEE	SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION	KYRSTEN SINEMA FOR CONGRESS	2015-11-30	1500			201512189004301496
C00581843	S6AZ00233	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN OSTEOPATHIC INFORMATION ASSOCIATION - OSTEOPATHIC POLITICAL ACTION COMMITTEE	AMERICAN OSTEOPATHIC INFORMATION ASSOCIATION	WARD FOR SENATE	2015-11-05	5000		CONTRIBUTION	201512189004306329
C00582221	H6AZ02189	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN OSTEOPATHIC INFORMATION ASSOCIATION - OSTEOPATHIC POLITICAL ACTION COMMITTEE	AMERICAN OSTEOPATHIC INFORMATION ASSOCIATION	DR. MATT HEINZ FOR ARIZONA	2015-11-05	1000		CONTRIBUTION	201512189004306325
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN OSTEOPATHIC INFORMATION ASSOCIATION - OSTEOPATHIC POLITICAL ACTION COMMITTEE	AMERICAN OSTEOPATHIC INFORMATION ASSOCIATION	KYRSTEN SINEMA FOR CONGRESS	2015-11-24	1000		CONTRIBUTION	201512189004306334
C00374058	H2AZ07070	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AIR LINE PILOTS ASSOCIATION PAC	AIR LINE PILOTS ASSOCIATION	A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL C	2015-11-18	-2500		VOID - A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL C	201512189004307242
C00374058	H2AZ07070	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AIR LINE PILOTS ASSOCIATION PAC	AIR LINE PILOTS ASSOCIATION	A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL C	2015-11-18	2500			201512189004307242
C00508804	H2AZ09019	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	ORG	DCCC		AMERICAN COLLEGE OF SURGEONS PROFESSIONAL ASSOCIATION	2015-06-22	12			201512029004142961
C00508804	H2AZ09019	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	ORG	DCCC		WHOLE FOODS MARKET	2015-06-22	22			201512029004142957
C00508804	H2AZ09019	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	ORG	DCCC		OCCASIONS CATERERS, INC.	2015-06-23	158			201512029004142968
C00508804	H2AZ09019	P	24Z	IN-KIND CONTRIBUTION TO REGULAR FILER	ORG	DCCC		IAO PROPERTY HOLDINGS, LLC	2015-06-23	28			201512029004142969
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC)		GALLEGO FOR ARIZONA	2015-11-19	1000			201512029004124424
C00590216	H6AZ01215	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	AMERICAN AIRLINES INC. POLITICAL ACTION COMMITTEE (AAPAC)	AMERICAN AIRLINES	GOWAN FOR ARIZONA, INC	2015-11-30	1500			201512189004345906
C00540310	S6AZ00019	G	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	L-3 COMMUNICATIONS CORPORATION POLITICAL ACTION COMMITTEE		FRIENDS OF JOHN MCCAIN INC	2015-11-10	1000			201512169004237002
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	WALGREEN CO PAC	WALGREEN CO	GALLEGO FOR ARIZONA	2015-11-09	1000			201512169004238304
C00558627	H4AZ07043	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	THE BOEING COMPANY POLITICAL ACTION COMMITTEE	THE BOEING COMPANY	GALLEGO FOR ARIZONA	2015-11-18	1000			201512189004345166
C00508804	H2AZ09019	P	24K	CONTRIBUTION MADE TO NON-AFFILIATED COMMITTEE	CCM	MORGAN STANLEY POLITICAL ACTION COMMITTEE		KYRSTEN SINEMA FOR CONGRESS	2015-11-24	1000			201512189004349200
